iter	Logloss
538	0.5643367736
539	0.5641774169
540	0.5640422321
541	0.5638678202
542	0.5636471299
543	0.5634444061
544	0.5632484754
545	0.5631348807
546	0.5629192029
547	0.5627729871
548	0.562679825
549	0.5625878114
550	0.5624697205
551	0.5623519324
552	0.56218069
553	0.562074378
554	0.5620144779
555	0.5618295781
556	0.5616799436
557	0.5615951059
558	0.5615190911
559	0.5614989701
560	0.5613525318
561	0.5611230096
562	0.5609803729
563	0.5608746307
564	0.5607048306
565	0.5605949663
566	0.5604269468
567	0.5603301789
568	0.5602793422
569	0.560083821
570	0.5599940866
571	0.5598192918
572	0.5596966604
573	0.5595765397
574	0.5594101139
575	0.5593081198
576	0.5591410174
577	0.5589877949
578	0.5588592073
579	0.5587043288
580	0.5585708623
581	0.5584487829
582	0.5583596005
583	0.5582305321
584	0.5581148095
585	0.5579594235
586	0.557836347
587	0.5577442265
588	0.5576633952
589	0.5575504504
590	0.5574418324
591	0.5573330453
592	0.5572416995
593	0.5571258522
594	0.5569695225
595	0.5568489388
596	0.5567275716
597	0.5565407132
598	0.5564514773
599	0.5563495011
600	0.5561506413
601	0.5560627943
602	0.5558997339
603	0.5557631958
604	0.555622411
605	0.5554933337
606	0.5553349741
607	0.5552289292
608	0.5550691985
609	0.5548355364
610	0.554748562
611	0.5545848783
612	0.55451287
613	0.5543963728
614	0.5542715423
615	0.5541456613
616	0.5540644738
617	0.5539522412
618	0.5537892253
619	0.5536595961
620	0.5535241887
621	0.5534155262
622	0.5533168175
623	0.5531668713
624	0.5530810275
625	0.5529497067
626	0.552901897
627	0.552801007
628	0.5526506335
629	0.5525792216
630	0.5524859082
631	0.5523338787
632	0.552214025
633	0.5520962814
634	0.5519708722
635	0.5519523003
636	0.55185263
637	0.5517079367
638	0.5515378606
639	0.5514370151
640	0.5513045547
641	0.5511012611
642	0.550987702
643	0.5509280867
644	0.550804841
645	0.5506576993
646	0.5505350946
647	0.5503743935
648	0.5502611727
649	0.5501003825
650	0.5499206288
651	0.5498399132
652	0.5497231222
653	0.5496182436
654	0.5494388638
655	0.5492012754
656	0.5489788669
657	0.5487837285
658	0.5486535829
659	0.5485518916
660	0.5483681403
661	0.5482167341
662	0.5480884136
663	0.5479519912
664	0.5478898831
665	0.5477396966
666	0.5476047878
667	0.5474994996
668	0.547342983
669	0.5472413273
670	0.5471559732
671	0.5469959398
672	0.5468383192
673	0.5467513625
674	0.5467360225
675	0.5465721252
676	0.546447998
677	0.5463204966
678	0.5462341632
679	0.5461350626
680	0.5460491655
681	0.5459398086
682	0.5457961124
683	0.5457687264
684	0.5456456588
685	0.545562201
686	0.5453945199
687	0.5451576527
688	0.5450273557
689	0.5449823683
690	0.5448162363
691	0.5447533803
692	0.5446447268
693	0.5445525796
694	0.5444223628
695	0.5443032125
696	0.5441732805
697	0.5440836707
698	0.543948388
699	0.5438412747
700	0.5436648329
701	0.5435402962
702	0.5434598299
703	0.5432385253
704	0.5431168287
705	0.5429875467
706	0.5428609267
707	0.5427227771
708	0.5426689935
709	0.5426176938
710	0.5424915189
711	0.5423477159
712	0.5422463985
713	0.5421059342
714	0.5420007617
715	0.5418399538
716	0.541671596
717	0.5415699225
718	0.5414502202
719	0.5413281319
720	0.5412666025
721	0.5411201286
722	0.5410063468
723	0.5408419955
724	0.5407215898
725	0.5405757747
726	0.5404145127
727	0.540284928
728	0.5401789988
729	0.5400234615
730	0.5399292043
731	0.5398518184
732	0.5397235781
733	0.5396463703
734	0.5395505462
735	0.5394412516
736	0.5393259296
737	0.5392106611
738	0.5391452677
739	0.5389717729
740	0.5387921438
741	0.5387003972
742	0.5385932127
743	0.5383948336
744	0.5382052152
745	0.5380896262
746	0.5379935527
747	0.5378663985
748	0.5377846324
749	0.5376690878
750	0.5375465633
751	0.5374195693
752	0.5372525737
753	0.5370903947
754	0.5369823377
755	0.536825269
756	0.5366719397
757	0.5365221894
758	0.5364219226
759	0.536302888
760	0.5361721548
761	0.53605158
762	0.5359201523
763	0.5357163334
764	0.5355852975
765	0.5354847725
766	0.5352997036
767	0.5351895988
768	0.5350719442
769	0.5349308389
770	0.5347766815
771	0.5346625437
772	0.5345971949
773	0.5344119301
774	0.5343104703
775	0.5342821228
776	0.5341868506
777	0.5340294615
778	0.5338919707
779	0.5338206836
780	0.5337212893
781	0.5336144163
782	0.5335280562
783	0.5334473851
784	0.5333345115
785	0.5330409048
786	0.5329290105
787	0.5328034678
788	0.5327113028
789	0.5326201261
790	0.5324670282
791	0.5323583124
792	0.5322208217
793	0.5321854229
794	0.5320878181
795	0.5319932582
796	0.5319099963
797	0.5317802513
798	0.5316178497
799	0.531528142
800	0.5313803059
801	0.5312961893
802	0.5311714479
803	0.5311032055
804	0.5309994309
805	0.5309219294
806	0.5307586196
807	0.5306039281
808	0.5304594574
809	0.5303781898
810	0.530216545
811	0.5301273091
812	0.5300531551
813	0.5299675161
814	0.529851562
815	0.5297512329
816	0.5296648193
817	0.5296056938
818	0.5294925175
819	0.5294189155
820	0.5293524983
821	0.5291976287
822	0.5291327785
823	0.5291079121
824	0.5290141089
825	0.5289231904
826	0.5288255233
827	0.5287549127
828	0.5287121778
829	0.528642965
830	0.5285152411
831	0.5285017796
832	0.5284018689
833	0.5283027862
834	0.5281660611
835	0.528002422
836	0.5279267812
837	0.5278409997
838	0.5277272002
839	0.5275880001
840	0.5274994231
841	0.527358843
842	0.5272644611
843	0.5270846094
844	0.5269657975
845	0.5268952314
846	0.5267506093
847	0.5265858039
848	0.5264880389
849	0.5263566379
850	0.5262002904
851	0.5259996677
852	0.5258526062
853	0.5257417358
854	0.5256593909
855	0.5255090174
856	0.5253979779
857	0.5253451646
858	0.5252557863
859	0.5252105852
860	0.5250852562
861	0.5250068287
862	0.5248555204
863	0.5247597941
864	0.5247053427
865	0.524645407
866	0.5244991823
867	0.5244066434
868	0.5243037235
869	0.5242518629
870	0.5241661705
871	0.5240990855
872	0.5239959875
873	0.5238980712
874	0.5237778436
875	0.5237007338
876	0.5235984459
877	0.52347853
878	0.5233575011
879	0.523225192
880	0.5231001033
881	0.5230042169
882	0.5229439784
883	0.5228438541
884	0.5226843816
885	0.5226504429
886	0.5225693534
887	0.5224337858
888	0.5223553494
889	0.5222447283
890	0.5221791391
891	0.5220228094
892	0.5218940794
893	0.5218032231
894	0.5216396107
895	0.521546867
896	0.5214581387
897	0.5213186091
898	0.5212297828
899	0.5210937166
900	0.5209855527
901	0.5208980886
902	0.5207768372
903	0.5206634205
904	0.5205594856
905	0.5204148813
906	0.5203116498
907	0.5202205888
908	0.5201035663
909	0.519993693
910	0.5198700645
911	0.519737702
912	0.5196176257
913	0.5195097646
914	0.5194099429
915	0.5192716955
916	0.5191722477
917	0.5190088223
918	0.5188413459
919	0.5186965101
920	0.5185518969
921	0.5183992887
922	0.5183485944
923	0.5182148876
924	0.5180852583
925	0.5179478922
926	0.5178452928
927	0.5177289114
928	0.5176259113
929	0.5175332834
930	0.5174654506
931	0.5173905131
932	0.5172938699
933	0.5171640804
934	0.5170631191
935	0.5169276405
936	0.5168042345
937	0.5166998278
938	0.5166041817
939	0.516522006
940	0.5163872752
941	0.516281168
942	0.5161754436
943	0.5160454315
944	0.5159097926
945	0.5158301098
946	0.5156512731
947	0.515560132
948	0.5154916759
949	0.5153778942
950	0.5152997071
951	0.5151554144
952	0.5150147898
953	0.5149188588
954	0.5148199097
955	0.5147285371
956	0.514590441
957	0.5144265526
958	0.5143605004
959	0.5142581948
960	0.514221603
961	0.5141479743
962	0.5140467727
963	0.5139839968
964	0.5138646596
965	0.5137088641
966	0.5135280508
967	0.5134072001
968	0.5133075565
969	0.5132398928
970	0.5131363141
971	0.513086884
972	0.5130301267
973	0.5128839377
974	0.5128123389
975	0.5126474355
976	0.5125183404
977	0.5123840815
978	0.5122970536
979	0.5122235763
980	0.5121117354
981	0.5120384005
982	0.5119878309
983	0.511856697
984	0.511760579
985	0.5116469843
986	0.5115546946
987	0.5114096541
988	0.5113169193
989	0.5112679344
990	0.5111611772
991	0.5110839962
992	0.5109837828
993	0.5108510464
994	0.51079558
995	0.5106687107
996	0.5105721031
997	0.5104720588
998	0.5103941833
999	0.5103161832
